Order_ID,Customer_ID,Order_Time,Day_of_Week,Weather_Condition,Temperature_C,Menu_Item,Category,Price,Delivery_Time_Minutes,Dine_In_or_Takeaway,Customer_Satisfaction_Rating,Total_Orders_Per_Hour,Staff_On_Duty,Table_Occupancy_Rate,Kitchen_Preparation_Time_Minutes,Total_Revenue,Peak_Hours,Promotions_Applied,Delivery_Platform_Used,Online_vs_Walkin,Holiday_or_Event
31350,1669,2024-02-26 05:00:00,Monday,Sunny,12,Pasta,Breakfast,26.07,26,Delivery,2,43,13,83,22,538.91,Yes,No,Zomato,Online,Yes
31351,326,2024-02-26 06:00:00,Monday,Cloudy,11,Salad,Dinner,39.43,58,Dine-in,2,28,3,66,6,309.52,No,Yes,Swiggy,Online,No
31352,1434,2024-02-26 07:00:00,Monday,Rainy,9,Pizza,Lunch,43.04,42,Takeaway,1,29,5,90,24,800.17,No,No,Zomato,Online,No
31353,1142,2024-02-26 08:00:00,Monday,Sunny,7,Pasta,Lunch,22.33,43,Takeaway,3,9,14,63,14,243.11,No,No,None,Walk-in,No
31354,836,2024-02-26 09:00:00,Monday,Sunny,19,Sushi,Dessert,32.78,27,Delivery,3,14,5,60,28,261.55,No,No,Swiggy,Walk-in,No
31355,1811,2024-02-26 10:00:00,Monday,Rainy,31,Pizza,Beverage,5.0,50,Delivery,3,22,11,69,12,258.5,No,No,None,Online,No
31356,724,2024-02-26 11:00:00,Monday,Sunny,21,Steak,Beverage,29.77,14,Dine-in,5,33,11,93,27,587.39,Yes,No,Zomato,Walk-in,No
31357,225,2024-02-26 12:00:00,Monday,Rainy,33,Pasta,Breakfast,48.89,10,Dine-in,5,15,7,56,24,378.16,No,No,None,Walk-in,No
31358,532,2024-02-26 13:00:00,Monday,Rainy,27,Salad,Lunch,19.05,16,Takeaway,3,34,8,50,27,789.82,Yes,No,Zomato,Online,No
31359,113,2024-02-26 14:00:00,Monday,Rainy,17,Salad,Breakfast,31.76,43,Dine-in,3,47,8,97,13,1283.26,Yes,No,Zomato,Walk-in,No
31360,140,2024-02-26 15:00:00,Monday,Sunny,19,Coffee,Breakfast,39.3,12,Delivery,1,9,5,64,28,225.21,No,No,None,Walk-in,No
31361,559,2024-02-26 16:00:00,Monday,Rainy,31,Pasta,Breakfast,32.4,45,Dine-in,5,10,4,94,25,166.03,No,Yes,Zomato,Online,No
31362,1,2024-02-26 17:00:00,Monday,Rainy,23,Sushi,Lunch,23.83,44,Dine-in,4,18,5,87,7,302.81,No,No,Zomato,Walk-in,No
31363,90,2024-02-26 18:00:00,Monday,Rainy,24,Coffee,Beverage,11.87,21,Dine-in,3,20,10,83,22,459.1,No,No,Zomato,Walk-in,No
31364,654,2024-02-26 19:00:00,Monday,Sunny,18,Steak,Breakfast,25.87,24,Takeaway,3,18,11,58,24,291.66,No,No,None,Walk-in,No
31365,320,2024-02-26 20:00:00,Monday,Sunny,25,Pasta,Breakfast,18.27,13,Delivery,3,37,13,50,17,1012.07,Yes,Yes,Zomato,Online,No
31366,1574,2024-02-26 21:00:00,Monday,Cloudy,17,Burger,Dessert,36.32,42,Takeaway,2,41,12,58,15,678.72,Yes,Yes,None,Walk-in,No
31367,1829,2024-02-26 22:00:00,Monday,Sunny,16,Pasta,Dessert,24.89,25,Dine-in,5,9,8,91,29,178.01,No,No,UberEats,Walk-in,No
31368,1918,2024-02-26 23:00:00,Monday,Sunny,28,Pasta,Dessert,43.24,38,Dine-in,4,44,4,51,24,478.04,Yes,No,UberEats,Walk-in,No
31369,139,2024-02-27 00:00:00,Tuesday,Sunny,33,Steak,Dinner,13.7,15,Delivery,2,18,4,71,29,222.51,No,No,Zomato,Walk-in,No
31370,1535,2024-02-27 01:00:00,Tuesday,Snowy,27,Salad,Dinner,23.8,58,Dine-in,2,44,6,74,14,556.07,Yes,No,UberEats,Walk-in,No
31371,1892,2024-02-27 02:00:00,Tuesday,Sunny,13,Coffee,Breakfast,30.09,46,Delivery,4,13,9,63,25,219.47,No,No,Zomato,Walk-in,No
31372,845,2024-02-27 03:00:00,Tuesday,Sunny,31,Sushi,Dessert,10.67,32,Delivery,4,31,6,84,17,382.31,Yes,Yes,UberEats,Walk-in,No
31373,259,2024-02-27 04:00:00,Tuesday,Sunny,7,Coffee,Breakfast,31.46,22,Takeaway,4,7,14,65,7,134.0,No,No,UberEats,Walk-in,No
31374,1697,2024-02-27 05:00:00,Tuesday,Rainy,34,Pasta,Lunch,18.09,53,Delivery,4,14,7,68,26,215.36,No,Yes,None,Online,No
31375,902,2024-02-27 06:00:00,Tuesday,Sunny,15,Pizza,Lunch,15.33,10,Dine-in,4,15,10,90,29,231.74,No,Yes,None,Walk-in,No
31376,690,2024-02-27 07:00:00,Tuesday,Sunny,14,Salad,Beverage,11.39,21,Delivery,3,38,10,80,28,718.58,Yes,No,UberEats,Walk-in,No
31377,10,2024-02-27 08:00:00,Tuesday,Sunny,5,Salad,Lunch,20.74,36,Dine-in,4,5,7,51,7,135.38,No,No,None,Walk-in,No
31378,261,2024-02-27 09:00:00,Tuesday,Snowy,21,Dessert,Lunch,46.8,34,Takeaway,4,14,13,81,24,353.28,No,No,Zomato,Walk-in,No
31379,1943,2024-02-27 10:00:00,Tuesday,Sunny,32,Pasta,Dinner,6.4,31,Dine-in,5,10,6,85,24,276.75,No,No,None,Online,No
31380,1674,2024-02-27 11:00:00,Tuesday,Sunny,30,Steak,Dessert,43.35,43,Takeaway,3,12,14,60,21,357.64,No,Yes,UberEats,Online,No
31381,172,2024-02-27 12:00:00,Tuesday,Sunny,17,Pizza,Dessert,22.88,27,Dine-in,2,35,9,57,25,357.77,Yes,No,Zomato,Online,No
31382,898,2024-02-27 13:00:00,Tuesday,Cloudy,18,Pasta,Dinner,30.27,50,Takeaway,3,10,2,97,16,238.5,No,Yes,None,Walk-in,No
31383,13,2024-02-27 14:00:00,Tuesday,Rainy,5,Pizza,Breakfast,28.08,25,Takeaway,1,35,12,54,17,433.88,Yes,No,Zomato,Online,No
31384,1192,2024-02-27 15:00:00,Tuesday,Cloudy,6,Salad,Beverage,46.66,38,Delivery,4,38,4,83,20,1091.99,Yes,No,None,Online,No
31385,1666,2024-02-27 16:00:00,Tuesday,Snowy,6,Pizza,Breakfast,39.66,39,Takeaway,2,44,7,81,23,639.62,Yes,No,None,Walk-in,Yes
31386,1620,2024-02-27 17:00:00,Tuesday,Sunny,11,Coffee,Dessert,49.32,39,Takeaway,1,33,9,96,11,560.97,Yes,No,UberEats,Walk-in,No
31387,321,2024-02-27 18:00:00,Tuesday,Rainy,13,Pasta,Breakfast,40.75,29,Delivery,2,7,7,55,11,207.07,No,Yes,UberEats,Walk-in,No
31388,1343,2024-02-27 19:00:00,Tuesday,Sunny,28,Burger,Dinner,18.31,56,Delivery,3,26,11,57,25,710.94,No,Yes,UberEats,Walk-in,No
31389,1637,2024-02-27 20:00:00,Tuesday,Sunny,8,Burger,Breakfast,48.33,31,Takeaway,1,16,7,83,25,175.11,No,No,UberEats,Walk-in,No
31390,329,2024-02-27 21:00:00,Tuesday,Sunny,6,Pizza,Dessert,49.26,51,Delivery,4,42,5,53,21,459.37,Yes,No,Zomato,Walk-in,No
31391,785,2024-02-27 22:00:00,Tuesday,Sunny,23,Steak,Breakfast,10.54,43,Takeaway,4,23,13,85,19,606.67,No,Yes,None,Walk-in,No
31392,777,2024-02-27 23:00:00,Tuesday,Cloudy,30,Pasta,Lunch,45.55,13,Dine-in,1,11,8,93,8,125.48,No,Yes,Zomato,Walk-in,No
31393,1995,2024-02-28 00:00:00,Wednesday,Sunny,9,Sushi,Beverage,34.89,59,Delivery,3,27,8,74,17,729.94,No,No,None,Online,Yes
31394,911,2024-02-28 01:00:00,Wednesday,Snowy,13,Burger,Lunch,46.49,40,Takeaway,1,17,14,75,21,484.37,No,Yes,Zomato,Walk-in,Yes
31395,1944,2024-02-28 02:00:00,Wednesday,Sunny,28,Dessert,Beverage,46.21,59,Dine-in,3,8,2,82,5,83.81,No,No,Zomato,Walk-in,No
31396,1574,2024-02-28 03:00:00,Wednesday,Sunny,17,Salad,Dessert,45.11,23,Dine-in,2,25,13,58,12,360.0,No,No,None,Online,No
31397,1443,2024-02-28 04:00:00,Wednesday,Snowy,16,Coffee,Beverage,44.84,17,Takeaway,3,18,4,96,29,188.35,No,No,Swiggy,Walk-in,No
31398,1630,2024-02-28 05:00:00,Wednesday,Rainy,34,Pasta,Dessert,10.29,46,Delivery,1,40,10,57,22,458.27,Yes,Yes,Zomato,Online,No
31399,1119,2024-02-28 06:00:00,Wednesday,Rainy,23,Pasta,Beverage,11.46,14,Dine-in,1,11,14,66,20,227.5,No,Yes,Zomato,Online,Yes
31400,1841,2024-02-28 07:00:00,Wednesday,Sunny,13,Coffee,Breakfast,10.3,17,Takeaway,2,17,7,64,20,418.26,No,No,Zomato,Walk-in,No
31401,1605,2024-02-28 08:00:00,Wednesday,Sunny,14,Burger,Dinner,9.1,20,Dine-in,1,39,14,91,13,763.99,Yes,No,UberEats,Walk-in,No
31402,318,2024-02-28 09:00:00,Wednesday,Rainy,23,Coffee,Lunch,20.9,38,Dine-in,5,37,5,62,21,655.6,Yes,Yes,Zomato,Walk-in,No
31403,1980,2024-02-28 10:00:00,Wednesday,Rainy,14,Coffee,Lunch,35.78,30,Dine-in,1,15,9,92,13,212.02,No,No,Zomato,Walk-in,No
31404,236,2024-02-28 11:00:00,Wednesday,Sunny,16,Sushi,Dessert,20.96,48,Delivery,5,43,13,97,21,633.46,Yes,No,Swiggy,Online,No
31405,1970,2024-02-28 12:00:00,Wednesday,Cloudy,18,Dessert,Dessert,37.41,22,Dine-in,1,29,8,96,14,627.79,No,No,UberEats,Walk-in,No
31406,334,2024-02-28 13:00:00,Wednesday,Rainy,12,Coffee,Beverage,41.91,58,Dine-in,1,43,11,99,19,1165.96,Yes,No,None,Walk-in,No
31407,1909,2024-02-28 14:00:00,Wednesday,Cloudy,20,Salad,Lunch,34.98,28,Dine-in,2,28,7,93,12,506.56,No,No,UberEats,Walk-in,No
31408,376,2024-02-28 15:00:00,Wednesday,Rainy,21,Sushi,Breakfast,25.93,12,Dine-in,5,26,5,52,21,748.61,No,No,Swiggy,Walk-in,No
31409,1483,2024-02-28 16:00:00,Wednesday,Rainy,24,Salad,Dessert,18.3,43,Dine-in,2,47,5,61,12,518.99,Yes,No,Swiggy,Walk-in,No
31410,1161,2024-02-28 17:00:00,Wednesday,Sunny,8,Burger,Lunch,10.6,47,Dine-in,5,26,9,78,21,691.19,No,Yes,None,Online,No
31411,1954,2024-02-28 18:00:00,Wednesday,Sunny,10,Pasta,Lunch,27.21,28,Dine-in,5,19,4,50,17,318.7,No,No,None,Walk-in,No
31412,588,2024-02-28 19:00:00,Wednesday,Snowy,16,Salad,Dessert,37.38,41,Takeaway,4,22,12,81,12,602.26,No,No,None,Online,No
31413,1571,2024-02-28 20:00:00,Wednesday,Sunny,32,Pasta,Dinner,29.67,56,Dine-in,5,48,10,86,6,1362.64,Yes,No,Swiggy,Online,No
31414,513,2024-02-28 21:00:00,Wednesday,Sunny,22,Pizza,Beverage,37.47,45,Takeaway,2,49,9,69,25,1176.4,Yes,No,Swiggy,Walk-in,No
31415,1320,2024-02-28 22:00:00,Wednesday,Sunny,11,Pizza,Beverage,20.08,48,Dine-in,2,36,5,57,19,615.64,Yes,No,Swiggy,Walk-in,No
31416,1344,2024-02-28 23:00:00,Wednesday,Sunny,9,Dessert,Breakfast,8.01,23,Delivery,3,40,13,86,27,765.55,Yes,Yes,Zomato,Walk-in,No
31417,918,2024-02-29 00:00:00,Thursday,Cloudy,14,Burger,Dessert,39.7,16,Dine-in,1,14,14,80,28,294.5,No,Yes,Swiggy,Walk-in,No
31418,1596,2024-02-29 01:00:00,Thursday,Snowy,10,Dessert,Beverage,14.89,29,Delivery,4,13,4,80,10,250.14,No,No,Zomato,Online,No
31419,1856,2024-02-29 02:00:00,Thursday,Sunny,31,Burger,Dinner,32.73,41,Dine-in,1,48,14,74,12,1239.51,Yes,No,None,Walk-in,No
31420,1373,2024-02-29 03:00:00,Thursday,Sunny,18,Steak,Lunch,41.19,55,Takeaway,2,29,5,99,7,737.49,No,No,Swiggy,Online,No
31421,1864,2024-02-29 04:00:00,Thursday,Rainy,10,Burger,Beverage,11.26,40,Dine-in,4,8,12,89,20,82.02,No,No,Zomato,Online,No
31422,1803,2024-02-29 05:00:00,Thursday,Rainy,34,Pizza,Lunch,31.93,31,Dine-in,5,42,13,94,27,547.4,Yes,No,Zomato,Online,No
31423,873,2024-02-29 06:00:00,Thursday,Cloudy,18,Salad,Lunch,36.02,14,Takeaway,2,40,3,98,27,690.84,Yes,No,Swiggy,Walk-in,No
31424,1253,2024-02-29 07:00:00,Thursday,Sunny,16,Coffee,Breakfast,38.59,40,Takeaway,2,46,7,57,6,1078.63,Yes,No,Zomato,Walk-in,No
31425,270,2024-02-29 08:00:00,Thursday,Sunny,34,Coffee,Dessert,11.64,24,Delivery,2,41,14,79,14,598.35,Yes,No,Zomato,Walk-in,No
31426,1852,2024-02-29 09:00:00,Thursday,Sunny,31,Coffee,Breakfast,42.13,53,Takeaway,2,43,4,79,7,707.6,Yes,No,None,Walk-in,No
31427,798,2024-02-29 10:00:00,Thursday,Cloudy,26,Sushi,Dinner,9.24,26,Dine-in,4,11,4,76,28,211.66,No,Yes,Zomato,Walk-in,Yes
31428,1315,2024-02-29 11:00:00,Thursday,Rainy,30,Coffee,Beverage,28.38,46,Delivery,1,46,13,84,15,1002.39,Yes,No,Swiggy,Walk-in,Yes
31429,725,2024-02-29 12:00:00,Thursday,Rainy,16,Burger,Beverage,24.95,28,Takeaway,1,30,13,99,19,841.08,No,No,UberEats,Walk-in,No
31430,1189,2024-02-29 13:00:00,Thursday,Sunny,12,Coffee,Breakfast,14.98,19,Dine-in,5,24,2,93,29,626.22,No,No,UberEats,Walk-in,No
31431,5,2024-02-29 14:00:00,Thursday,Rainy,14,Sushi,Dinner,18.59,53,Delivery,2,49,9,62,6,842.03,Yes,Yes,None,Online,No
31432,851,2024-02-29 15:00:00,Thursday,Rainy,20,Sushi,Lunch,12.4,43,Delivery,2,25,9,70,13,633.99,No,Yes,None,Online,No
31433,1403,2024-02-29 16:00:00,Thursday,Sunny,24,Pizza,Dinner,24.16,58,Dine-in,1,9,10,58,23,239.88,No,No,Zomato,Online,No
31434,78,2024-02-29 17:00:00,Thursday,Sunny,30,Steak,Lunch,6.6,34,Dine-in,5,34,14,73,21,695.19,Yes,No,Zomato,Online,No
31435,1434,2024-02-29 18:00:00,Thursday,Sunny,12,Salad,Beverage,45.0,46,Dine-in,3,42,12,97,5,668.68,Yes,Yes,Zomato,Walk-in,No
31436,574,2024-02-29 19:00:00,Thursday,Sunny,13,Pizza,Beverage,12.36,37,Takeaway,4,40,13,82,27,1154.46,Yes,No,Zomato,Walk-in,No
31437,132,2024-02-29 20:00:00,Thursday,Sunny,17,Burger,Breakfast,44.87,24,Takeaway,1,42,6,50,12,1228.29,Yes,No,None,Walk-in,No
31438,601,2024-02-29 21:00:00,Thursday,Sunny,33,Pizza,Breakfast,43.86,29,Takeaway,4,27,12,57,5,391.28,No,No,UberEats,Online,Yes
31439,1773,2024-02-29 22:00:00,Thursday,Sunny,24,Pizza,Beverage,25.33,22,Takeaway,1,27,5,52,15,693.94,No,No,Zomato,Walk-in,No
31440,1066,2024-02-29 23:00:00,Thursday,Sunny,21,Pizza,Dessert,27.4,29,Dine-in,5,10,10,63,20,108.35,No,No,None,Walk-in,No
31441,89,2024-03-01 00:00:00,Friday,Sunny,23,Burger,Beverage,18.59,52,Dine-in,2,47,4,63,27,472.24,Yes,No,UberEats,Walk-in,No
31442,402,2024-03-01 01:00:00,Friday,Snowy,21,Burger,Dessert,49.86,40,Delivery,3,27,5,98,11,459.85,No,No,UberEats,Walk-in,No
31443,296,2024-03-01 02:00:00,Friday,Sunny,11,Dessert,Lunch,35.18,27,Delivery,4,19,9,82,19,365.76,No,Yes,Zomato,Online,No
31444,1864,2024-03-01 03:00:00,Friday,Rainy,32,Pizza,Lunch,47.83,50,Dine-in,3,5,14,53,11,104.63,No,No,Swiggy,Walk-in,No
31445,1319,2024-03-01 04:00:00,Friday,Sunny,5,Pizza,Lunch,23.67,57,Dine-in,2,40,14,87,10,702.61,Yes,No,Swiggy,Online,No
31446,616,2024-03-01 05:00:00,Friday,Rainy,31,Sushi,Lunch,44.74,37,Dine-in,1,43,3,74,8,540.77,Yes,No,UberEats,Online,No
31447,1550,2024-03-01 06:00:00,Friday,Sunny,24,Dessert,Dessert,25.17,56,Dine-in,5,32,4,96,8,540.67,Yes,Yes,Zomato,Walk-in,No
31448,800,2024-03-01 07:00:00,Friday,Snowy,33,Salad,Beverage,44.01,13,Dine-in,2,14,14,62,14,370.11,No,No,Zomato,Walk-in,No
31449,1715,2024-03-01 08:00:00,Friday,Sunny,18,Sushi,Breakfast,10.89,33,Dine-in,3,37,12,90,26,618.43,Yes,No,Zomato,Online,No
31450,1661,2024-03-01 09:00:00,Friday,Rainy,21,Steak,Dessert,33.66,53,Dine-in,3,28,14,88,28,611.69,No,No,UberEats,Walk-in,No
31451,422,2024-03-01 10:00:00,Friday,Sunny,17,Salad,Breakfast,35.54,54,Takeaway,3,10,4,74,28,236.18,No,No,UberEats,Online,No
31452,1889,2024-03-01 11:00:00,Friday,Rainy,33,Dessert,Dinner,34.53,18,Delivery,1,18,12,87,23,443.68,No,No,Swiggy,Online,No
31453,1047,2024-03-01 12:00:00,Friday,Sunny,6,Steak,Beverage,25.12,56,Delivery,3,36,9,58,14,711.35,Yes,No,Zomato,Walk-in,No
31454,575,2024-03-01 13:00:00,Friday,Sunny,31,Salad,Breakfast,35.78,59,Takeaway,1,23,12,87,16,287.83,No,No,Swiggy,Online,No
31455,143,2024-03-01 14:00:00,Friday,Sunny,18,Pizza,Dessert,15.78,41,Takeaway,3,10,3,92,26,280.1,No,Yes,None,Online,No
31456,993,2024-03-01 15:00:00,Friday,Rainy,5,Dessert,Dessert,31.81,41,Dine-in,4,24,9,87,24,364.95,No,No,Swiggy,Online,No
31457,665,2024-03-01 16:00:00,Friday,Cloudy,33,Dessert,Lunch,29.94,48,Dine-in,4,29,8,84,13,486.59,No,Yes,None,Online,No
31458,145,2024-03-01 17:00:00,Friday,Snowy,9,Sushi,Dinner,19.33,30,Takeaway,2,24,2,78,11,611.41,No,No,UberEats,Online,No
31459,1249,2024-03-01 18:00:00,Friday,Sunny,11,Salad,Beverage,40.05,53,Dine-in,2,42,9,99,28,1061.36,Yes,No,UberEats,Walk-in,No
31460,1007,2024-03-01 19:00:00,Friday,Sunny,23,Steak,Lunch,8.64,51,Dine-in,5,15,12,63,5,418.92,No,Yes,Zomato,Online,No
31461,503,2024-03-01 20:00:00,Friday,Cloudy,18,Salad,Dessert,12.71,48,Takeaway,3,36,2,87,24,384.3,Yes,No,None,Walk-in,No
31462,1986,2024-03-01 21:00:00,Friday,Sunny,28,Burger,Dinner,26.2,55,Dine-in,3,33,10,83,10,907.18,Yes,No,UberEats,Walk-in,No
31463,1998,2024-03-01 22:00:00,Friday,Rainy,18,Salad,Dessert,45.13,36,Delivery,1,34,2,74,26,878.71,Yes,No,Zomato,Online,No
31464,821,2024-03-01 23:00:00,Friday,Cloudy,19,Coffee,Dessert,30.88,56,Delivery,2,33,6,91,20,676.56,Yes,No,Zomato,Walk-in,No
31465,1640,2024-03-02 00:00:00,Saturday,Snowy,9,Pizza,Beverage,42.89,45,Dine-in,4,26,9,77,20,342.93,No,No,Swiggy,Walk-in,No
31466,104,2024-03-02 01:00:00,Saturday,Sunny,9,Pasta,Lunch,28.29,17,Dine-in,1,15,5,79,6,313.5,No,No,Zomato,Walk-in,No
31467,1971,2024-03-02 02:00:00,Saturday,Sunny,33,Burger,Breakfast,40.35,28,Dine-in,4,24,7,88,27,333.09,No,No,None,Online,No
31468,1063,2024-03-02 03:00:00,Saturday,Sunny,25,Pasta,Lunch,19.66,38,Delivery,1,45,2,86,7,1318.46,Yes,No,Swiggy,Online,No
31469,1971,2024-03-02 04:00:00,Saturday,Rainy,28,Dessert,Dessert,41.68,28,Dine-in,2,18,4,96,26,435.17,No,Yes,Swiggy,Walk-in,No
31470,198,2024-03-02 05:00:00,Saturday,Sunny,6,Pizza,Breakfast,23.08,14,Dine-in,3,31,13,91,23,679.67,Yes,No,Zomato,Walk-in,Yes
31471,1670,2024-03-02 06:00:00,Saturday,Sunny,22,Coffee,Beverage,30.15,31,Dine-in,3,42,6,51,10,1103.23,Yes,No,Swiggy,Online,No
31472,579,2024-03-02 07:00:00,Saturday,Sunny,34,Dessert,Breakfast,12.91,44,Dine-in,2,8,3,70,14,165.19,No,No,Zomato,Walk-in,No
31473,391,2024-03-02 08:00:00,Saturday,Sunny,32,Pasta,Breakfast,46.42,19,Takeaway,4,11,2,83,12,123.26,No,Yes,None,Online,Yes
31474,1203,2024-03-02 09:00:00,Saturday,Rainy,28,Dessert,Lunch,36.57,24,Dine-in,5,34,10,68,25,516.14,Yes,No,Swiggy,Online,No
31475,1992,2024-03-02 10:00:00,Saturday,Rainy,13,Salad,Lunch,43.65,11,Takeaway,5,14,14,89,5,414.87,No,No,Swiggy,Online,No
31476,554,2024-03-02 11:00:00,Saturday,Sunny,31,Pasta,Lunch,14.35,51,Takeaway,2,11,9,87,7,297.18,No,No,UberEats,Walk-in,No
31477,1472,2024-03-02 12:00:00,Saturday,Sunny,32,Sushi,Breakfast,8.05,31,Takeaway,1,9,4,80,5,256.94,No,No,Zomato,Walk-in,No
31478,1524,2024-03-02 13:00:00,Saturday,Cloudy,14,Pizza,Lunch,20.17,57,Takeaway,3,8,7,75,12,95.65,No,Yes,None,Walk-in,No
31479,1039,2024-03-02 14:00:00,Saturday,Sunny,30,Sushi,Lunch,28.25,44,Delivery,4,40,9,61,11,598.4,Yes,No,Swiggy,Walk-in,No
31480,1647,2024-03-02 15:00:00,Saturday,Rainy,22,Pasta,Lunch,41.11,48,Takeaway,5,19,7,79,15,214.03,No,Yes,None,Online,No
31481,1693,2024-03-02 16:00:00,Saturday,Cloudy,8,Dessert,Dessert,22.9,28,Takeaway,3,43,9,75,14,1137.06,Yes,No,Zomato,Walk-in,No
31482,1313,2024-03-02 17:00:00,Saturday,Sunny,12,Coffee,Dessert,17.15,56,Takeaway,2,42,4,97,24,566.08,Yes,No,None,Online,No
31483,478,2024-03-02 18:00:00,Saturday,Sunny,22,Dessert,Lunch,21.76,21,Dine-in,3,40,13,80,15,728.04,Yes,No,Zomato,Online,No
31484,1255,2024-03-02 19:00:00,Saturday,Cloudy,24,Dessert,Dinner,36.66,43,Delivery,5,6,5,97,24,92.34,No,Yes,None,Online,No
31485,923,2024-03-02 20:00:00,Saturday,Sunny,30,Sushi,Lunch,20.13,54,Dine-in,4,19,9,64,21,543.54,No,No,Zomato,Walk-in,No
31486,420,2024-03-02 21:00:00,Saturday,Sunny,33,Burger,Beverage,49.06,29,Dine-in,1,24,12,59,18,532.02,No,No,Swiggy,Walk-in,No
31487,157,2024-03-02 22:00:00,Saturday,Sunny,33,Pasta,Dinner,12.87,16,Takeaway,1,38,11,85,8,987.62,Yes,No,UberEats,Walk-in,No
31488,550,2024-03-02 23:00:00,Saturday,Sunny,21,Steak,Dinner,38.89,33,Dine-in,3,17,12,89,5,374.73,No,No,Zomato,Online,No
31489,1465,2024-03-03 00:00:00,Sunday,Snowy,20,Sushi,Dinner,31.51,12,Takeaway,1,29,11,75,25,645.28,No,Yes,UberEats,Walk-in,No
31490,1121,2024-03-03 01:00:00,Sunday,Snowy,22,Salad,Beverage,15.49,15,Dine-in,5,18,14,58,9,317.85,No,No,UberEats,Walk-in,No
31491,1021,2024-03-03 02:00:00,Sunday,Rainy,11,Pasta,Lunch,38.91,42,Delivery,4,45,9,66,6,665.1,Yes,No,Zomato,Walk-in,No
31492,997,2024-03-03 03:00:00,Sunday,Sunny,5,Coffee,Dinner,25.14,43,Delivery,1,13,7,55,14,220.58,No,Yes,Zomato,Online,No
31493,1435,2024-03-03 04:00:00,Sunday,Sunny,32,Steak,Breakfast,35.71,42,Takeaway,1,39,11,71,22,619.99,Yes,Yes,Swiggy,Online,No
31494,951,2024-03-03 05:00:00,Sunday,Rainy,5,Coffee,Lunch,34.8,38,Dine-in,2,26,14,65,13,619.44,No,No,Zomato,Online,No
31495,289,2024-03-03 06:00:00,Sunday,Sunny,22,Burger,Breakfast,9.98,32,Dine-in,1,9,7,71,22,166.06,No,No,None,Walk-in,Yes
31496,1278,2024-03-03 07:00:00,Sunday,Rainy,8,Salad,Dessert,42.8,13,Delivery,1,48,10,88,9,1008.16,Yes,No,Zomato,Walk-in,No
31497,196,2024-03-03 08:00:00,Sunday,Sunny,27,Pasta,Dinner,35.67,14,Dine-in,5,41,9,53,16,1042.17,Yes,No,Zomato,Online,No
31498,598,2024-03-03 09:00:00,Sunday,Rainy,24,Coffee,Dinner,40.13,43,Dine-in,1,18,4,53,29,275.96,No,Yes,Swiggy,Online,No
31499,1858,2024-03-03 10:00:00,Sunday,Sunny,25,Salad,Dessert,25.15,25,Delivery,2,21,8,58,20,387.93,No,No,Swiggy,Online,No
31500,1546,2024-03-03 11:00:00,Sunday,Sunny,24,Pasta,Beverage,13.78,49,Takeaway,2,9,13,63,28,183.51,No,No,UberEats,Walk-in,No
31501,517,2024-03-03 12:00:00,Sunday,Sunny,8,Pasta,Breakfast,19.68,56,Dine-in,2,17,10,91,6,188.29,No,No,Zomato,Online,No
31502,1659,2024-03-03 13:00:00,Sunday,Sunny,29,Pizza,Beverage,45.57,52,Delivery,1,35,13,75,6,456.53,Yes,No,UberEats,Walk-in,No
31503,1866,2024-03-03 14:00:00,Sunday,Sunny,10,Sushi,Beverage,47.21,51,Takeaway,3,14,11,52,25,157.78,No,No,UberEats,Walk-in,No
31504,865,2024-03-03 15:00:00,Sunday,Rainy,32,Pasta,Lunch,26.68,12,Dine-in,3,27,12,81,20,676.22,No,No,UberEats,Walk-in,No
31505,1142,2024-03-03 16:00:00,Sunday,Rainy,7,Burger,Dinner,18.45,52,Dine-in,5,33,4,60,8,527.94,Yes,Yes,UberEats,Walk-in,No
31506,806,2024-03-03 17:00:00,Sunday,Rainy,10,Steak,Dessert,37.86,58,Dine-in,3,20,12,52,7,369.04,No,Yes,UberEats,Walk-in,No
31507,1933,2024-03-03 18:00:00,Sunday,Cloudy,17,Sushi,Dinner,39.47,51,Takeaway,5,21,10,62,24,492.38,No,No,None,Online,No
31508,1183,2024-03-03 19:00:00,Sunday,Sunny,27,Pizza,Dessert,41.7,58,Dine-in,5,11,6,93,6,322.62,No,Yes,Swiggy,Walk-in,No
31509,815,2024-03-03 20:00:00,Sunday,Sunny,11,Sushi,Lunch,6.4,23,Dine-in,2,47,11,62,6,1232.38,Yes,No,Swiggy,Walk-in,No
31510,228,2024-03-03 21:00:00,Sunday,Sunny,28,Sushi,Breakfast,5.44,42,Takeaway,4,18,10,73,24,200.81,No,No,None,Walk-in,No
31511,1901,2024-03-03 22:00:00,Sunday,Rainy,33,Pasta,Breakfast,21.07,37,Takeaway,5,48,2,69,16,773.5,Yes,No,Swiggy,Online,No
31512,216,2024-03-03 23:00:00,Sunday,Sunny,8,Burger,Dessert,11.86,50,Delivery,1,13,14,59,17,142.76,No,No,Swiggy,Online,No
31513,948,2024-03-04 00:00:00,Monday,Snowy,5,Pasta,Beverage,41.22,24,Delivery,2,11,5,72,23,123.57,No,No,Swiggy,Walk-in,Yes
31514,1720,2024-03-04 01:00:00,Monday,Sunny,10,Coffee,Lunch,28.98,13,Delivery,1,18,13,91,27,225.88,No,No,Swiggy,Walk-in,No
